what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128320459
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128341546
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1333128341628
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1333128345063
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128354794
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128354929
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128359042
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128359256
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128362984
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128363182
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128371000
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128371186
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128378562
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128380308
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128384454
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128384643
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128388909
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128388997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128391968
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128392150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128454285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128460454
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128491764
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128637749
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1333128650910
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128668200
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128668367
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128675896
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128676038
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128704465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128704617
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128715922
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128716081
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128716255
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128716412
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128716575
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128716736
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128716914
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1333128725752
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128730746
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731249
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731285
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731319
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731345
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731379
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731407
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731440
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731467
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731497
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731524
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731556
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731590
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731620
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731650
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731681
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731713
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731739
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731791
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731803
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731851
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731864
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731937
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731955
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731968
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128731989
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732018
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732051
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732081
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732108
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732171
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732182
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732204
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732240
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732265
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732295
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732324
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732571
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732757
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128732935
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1333128733164
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128741785
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128741913
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128770285
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128770366
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128773976
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128774101
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128802678
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128802868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1333128806738
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128911943
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128914317
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128914521
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128916353
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1333128918336
